review_no,category,brand_name,product_name,review_title,review_detail,review_date,review_views,brand,brand_code
920,8,카스텔로,덴마크 브리 치즈,맛있어요 ,브리치즈는 브랜드 상관없이 다 맛있는 것 같아요,2020-10-29,0,카스텔로,32
672,10,앙트르몽,에멘탈 치즈,괜찮아요 ,딱 샌드위치 생각나는 맛이예요. 샌드위치 만들때 넣으면 아주 맛날듯,2020-10-06,13,앙트르몽,14
284,1,라 콘타디나,버팔로 모짜렐라,요것도 부라타 대용으로 좋아요 ,부라타 매번 품절이라 구매했는데 너무 괜찮은거 있죠,2020-09-12,4,라 콘타디나,9
490,3,콜롬보,리코타,음 ,괜찮은 것 같아요!,2020-10-19,3,콜롬보,28
115,4,사토리,헤리티지 체다,맛있어요. ,물론 너무 비싸요. 하지만 이 치즈가 빠진 샌드위치는 상상할수 없어요,2020-09-04,4,사토리,39
42,0,퀘스크렘,블루치즈 크림치즈,오묘한 블루치즈의 맛 ,크래커에 발라 먹으면 오묘한 맛에 서서히 중독됩니다,2020-08-30,7,퀘스크렘,0
629,10,앙트르몽,에멘탈 치즈,갓성비 ,"가성비 좋고, 맛도 좋아요~",2020-10-19,17,앙트르몽,14
439,3,콜롬보,리코타,모르겠어요 ,리코타치즈 자체를 무슨맛으로 먹는지 모르겠어요ㅠㅠ,2020-10-25,14,콜롬보,28
285,1,라 콘타디나,버팔로 모짜렐라,향이 다르긴 하네요 ,버팔로 향이 일반 우유 모짜렐라랑 다르긴 하네요. 전 일반 모짜렐라가 더 취향이긴 합니다. 부라타같은 느낌으로 먹었어요.,2020-09-11,23,라 콘타디나,9
681,10,앙트르몽,에멘탈 치즈,좋아요 ,값이 저렴해서 부담없이 요리에 사용하기 좋아요,2020-10-02,1,앙트르몽,14
790,2,안젤로,고르곤졸라 피칸테,안젤로 고르곤졸라 ,참 맛있습니다 피자했죠,2020-09-07,12,안젤로,7
990,8,카스텔로,덴마크 브리 치즈,잘 받았습니다 ,이번 상품은 신선함이 떨어지네요,2020-10-25,0,카스텔로,32
247,1,라 콘타디나,버팔로 모짜렐라,부드러워요 ,다른 모짜렐라보다 가운데 부분이 부드러워서 샐러드에 통째로 올려서 나이프로 잘라서 먹어도 괜찮습니다,2020-09-23,18,라 콘타디나,9
710,2,안젤로,고르곤졸라 피칸테,좋아요 ,진작 살걸 컬리에서 판매하는 줄 몰랐어요,2020-10-21,5,안젤로,7
985,8,카스텔로,덴마크 브리 치즈,맛있어요 ,맛있습니다 쫀득쫀득,2020-10-25,5,카스텔로,32
869,6,빔스터,110년 전통 고다치즈 3종,맛있어요 ,와인 안주로 부담없이 먹기 좋아요 무난무난,2020-08-26,10,빔스터,24
148,4,사토리,헤리티지 체다,사토리는 처음 이지만 ,처음 주문하지만 워낙,2020-05-22,16,사토리,39
788,2,안젤로,고르곤졸라 피칸테,맛있어요 ,크래커랑 먹으니까 맛있네요.,2020-09-10,19,안젤로,7
273,1,라 콘타디나,버팔로 모짜렐라,맛있어요 ,샐러드랑 피자에 토핑했는데 맛있어서 잘먹네요,2020-09-15,10,라 콘타디나,9
212,1,라 콘타디나,버팔로 모짜렐라,고소한듯 ,너무 물컹하지 않고 적당히 씹히는 느낌도 있고 고소한듯,2020-10-20,11,라 콘타디나,9
243,1,라 콘타디나,버팔로 모짜렐라,맛 ,토마토랑 카프레제 해먹으려고 구매~ 맛있어요,2020-09-24,5,라 콘타디나,9
933,8,카스텔로,덴마크 브리 치즈,맛있어요 ,브리는 진짜 그냥 넘 맛있어요,2020-10-29,0,카스텔로,32
264,1,라 콘타디나,버팔로 모짜렐라,맛잇어요 ,언제나 만족합니다 재구매,2020-09-17,2,라 콘타디나,9
786,2,안젤로,고르곤졸라 피칸테,곰팡이 괜찮은건지 ,이런 미세한 곰팡이가 퍼져 있는데 괜찮은건가요?,2020-09-10,22,안젤로,7
134,4,사토리,헤리티지 체다,좋아요 ,와인안주로 잘먹었어요,2020-08-02,4,사토리,39
506,7,카스텔로,덴마크 까망베르 치즈,제맘에 쏙들어요. ,안짜고 맛있어요 ㅎㅎ,2020-10-28,1,카스텔로,32
995,8,카스텔로,덴마크 브리 치즈,샐러드용 ,과일과 샐러드 해먹어도 좋아요~ 발사믹과 잘 어울립니다,2020-10-25,1,카스텔로,32
954,8,카스텔로,덴마크 브리 치즈,부드러워요 ,간식으로 먹기조아요 ㅎㅎ,2020-10-28,0,카스텔로,32
349,5,사토리,사베치오 파마산,두번째 ,시켜요 ㅎㅎ 파스타 같은데 위에 뿌려먹음 진짜 맛나요 그냥 조각 내서 먹어도 굳굳,2020-08-25,17,사토리,39
899,6,빔스터,110년 전통 고다치즈 3종, 재주문합니다. ,맛있어서 여러 가지로 활용하기 좋습니다.,2020-07-26,5,빔스터,24
367,5,사토리,사베치오 파마산,넘 맛있어요 ,파마산 처음으로 하드치즈 사봤는데 완전 만족합니다. 맛있어요.,2020-07-31,27,사토리,39
514,7,카스텔로,덴마크 까망베르 치즈,저렴히 ,구매했는데 맛있겠죠,2020-10-26,7,카스텔로,32
941,8,카스텔로,덴마크 브리 치즈,치즈 ,브리치즈,2020-10-28,1,카스텔로,32
637,10,앙트르몽,에멘탈 치즈,치즈 ,에멘탈 치즈 맛있습니다.,2020-10-15,16,앙트르몽,14
809,6,빔스터,110년 전통 고다치즈 3종,좋아요 ,처음엔 좀 밋밋한줄 알았는데 깊은 맛도 있고 좋습니다 오늘 재미구했어요,2020-10-24,1,빔스터,24
142,4,사토리,헤리티지 체다,누구나 좋아할 맛 ㅎㅎ ,"적당한 염도에 농축된 치즈맛, 맛있습니다.",2020-06-16,10,사토리,39
450,3,콜롬보,리코타,그럭저럭 ,무화과랑 같이.먹었어요~,2020-10-23,3,콜롬보,28
425,3,콜롬보,리코타,좋아요 ,무화과 샐러드에 곁들여 먹엇는데 손님들이 많있다고 브랜드 물어보셔서 홍보 많이 해드렸내요,2020-10-27,7,콜롬보,28
472,3,콜롬보,리코타,가지말이 ,할때먹었어요 맛나요,2020-10-20,6,콜롬보,28
976,8,카스텔로,덴마크 브리 치즈,브리치즈 ,토마토에 넣어먹으니 너무 맛잇어용,2020-10-26,6,카스텔로,32
523,7,카스텔로,덴마크 까망베르 치즈,재구매 ,세일할때 추가 구매했어요!,2020-10-24,2,카스텔로,32
585,7,카스텔로,덴마크 까망베르 치즈,까망베르 ,오래만에 주문하여 맛을 보니 그리웠도다.,2020-10-07,12,카스텔로,32
423,3,콜롬보,리코타,좋아요 ,리코타 샐러드로 맛있게 잘 먹었어요,2020-10-27,0,콜롬보,28
184,4,사토리,헤리티지 체다,와인과 함께하기에 최고입니다. ,자주 이용하겠습니다.,2020-01-02,4,사토리,39
160,4,사토리,헤리티지 체다,맛있어요 ,체다치즈 후기보고 구매했는데 맛있네요.,2020-03-16,10,사토리,39
21,0,퀘스크렘,블루치즈 크림치즈,진한 크림치즈 ,컬리에서 산 픽어베이글 + 아보카도랑 같이 먹었어요,2020-10-13,27,퀘스크렘,0
204,1,라 콘타디나,버팔로 모짜렐라,샐러드에 곁들여먹으려고요 ,신선해보여 좋아요 토마토랑 먹을거에요,2020-10-25,20,라 콘타디나,9
728,2,안젤로,고르곤졸라 피칸테,꿀과 함께라면 ,"피곤한 주말오후 나만의 여유를 느끼고 싶을때, 고르곤졸라 치즈를 향긋한 꿀에 살짝찍어 화이트와인 한모금 하세요. 너무 맛나고 행복해요.",2020-10-10,7,안젤로,7
491,3,콜롬보,리코타,샐러드에~ ,먹기 적당하고 맛난 치즈에요,2020-10-18,13,콜롬보,28
408,3,콜롬보,리코타,아쉽 ,많이 묽어요ㅠㅠ 꾸덕한걸로 찾아봐야겟어요 다시,2020-10-29,11,콜롬보,28
626,10,앙트르몽,에멘탈 치즈,그릴드 치즈 ,하려고 샀는데 그냥도 무난해서 자꾸 집어먹음.,2020-10-20,9,앙트르몽,14
593,7,카스텔로,덴마크 까망베르 치즈,만족 ,와인 안주나 바게트와 안성맞춤! 맛나요~,2020-10-05,12,카스텔로,32
705,2,안젤로,고르곤졸라 피칸테,쿰쿰한 ,향과 짭조름한 맛이 매력이에요. 고르곤졸라 피자 만들어먹으려고 샀어요. 약간씩만 사용하니 소분 냉동해놓고 오래 먹어요,2020-10-27,5,안젤로,7
665,10,앙트르몽,에멘탈 치즈,기대되네요 ,아직 맛보기전이지만 기대되네요,2020-10-09,9,앙트르몽,14
253,1,라 콘타디나,버팔로 모짜렐라,존맛... ,사세요 꼭사세요!! 카프레제 해먹음 좋아요,2020-09-21,1,라 콘타디나,9
963,8,카스텔로,덴마크 브리 치즈,소스만들려고 ,소스만들려고 산 브리치즈,2020-10-27,9,카스텔로,32
437,3,콜롬보,리코타,조아요 ,고소하구 맛있어용 ~~,2020-10-26,7,콜롬보,28
25,0,퀘스크렘,블루치즈 크림치즈,첫 구매 ,맛있으면 좋겠어요~~,2020-10-08,6,퀘스크렘,0
953,8,카스텔로,덴마크 브리 치즈,굿 ,브리치즈 좋아하는데 좋아요,2020-10-28,7,카스텔로,32
180,4,사토리,헤리티지 체다,재구매 ,재구매 하려고 들어왔다가 ,2020-01-20,8,사토리,39
493,3,콜롬보,리코타,맛있어요 ,맛 괜찮네요 부드러워요,2020-10-18,1,콜롬보,28
897,6,빔스터,110년 전통 고다치즈 3종,항상 ,고다는 옳죠!! 고다 맛나요,2020-07-29,1,빔스터,24
890,6,빔스터,110년 전통 고다치즈 3종,좋아요 ,항상 배송도 빠르고 편리해요,2020-08-04,8,빔스터,24
642,10,앙트르몽,에멘탈 치즈,와인안주 ,맛있었어요 ! 여러가지 치즈랑 함께 먹었어요 !,2020-10-14,6,앙트르몽,14
305,5,사토리,사베치오 파마산,맛있을듯요 ,파마산 갈아서 리조또해먹으려구요ㅎㅎ기대되요,2020-10-21,10,사토리,39
858,6,빔스터,110년 전통 고다치즈 3종,와인과 ,먹으려고 구매햇어요,2020-09-02,14,빔스터,24
271,1,라 콘타디나,버팔로 모짜렐라,넘 맛잇어요 ,맛있게 먹었어요 또 구매,2020-09-15,1,라 콘타디나,9
116,4,사토리,헤리티지 체다,진하네요 ,다 맛있어요 헤리티지는 깊은듯 얕은 맛,2020-09-04,6,사토리,39
251,1,라 콘타디나,버팔로 모짜렐라,맛있어요 ,셀러드에,2020-09-22,11,라 콘타디나,9
379,5,사토리,사베치오 파마산,사토리 ,다맛있어요 늘 구매,2020-07-23,20,사토리,39
179,4,사토리,헤리티지 체다,아직먹기전이요 ,아직먹기전이지만 맛있을듯 합니다,2020-01-23,1,사토리,39
653,10,앙트르몽,에멘탈 치즈,에멘탈치즈 ,가격도 저렴한데 맛있어용! 재구매해요,2020-10-11,16,앙트르몽,14
647,10,앙트르몽,에멘탈 치즈,치즈 ,앙트르몽 에멘탈 치즈,2020-10-13,7,앙트르몽,14
596,7,카스텔로,덴마크 까망베르 치즈,오 징짜 맛있네예.. ,일단 비주얼부터 너모 예뻐요 ,2020-10-05,1,카스텔로,32
87,0,퀘스크렘,블루치즈 크림치즈,마성의 꼬리함 ,베이글과 함께. 블루치즈 좋아해서 맛있었어요.,2020-08-02,13,퀘스크렘,0
461,3,콜롬보,리코타,최고! ,그냥먹어도 맛있지만,2020-10-21,9,콜롬보,28
832,6,빔스터,110년 전통 고다치즈 3종,재구매 ,한번 시험삼아 사봣는데 맛있더라구여,2020-09-29,11,빔스터,24
362,5,사토리,사베치오 파마산,파스타 ,"샐러드, 파스타에 넣으면 고소하고 맛있어요",2020-08-10,5,사토리,39
387,5,사토리,사베치오 파마산,맛나요 ,샐러드에 뿌려먹으면 너무 좋아요,2020-07-14,11,사토리,39
417,3,콜롬보,리코타,첫 구매 ,콜롬보 리코타치즈는 처음 구매해봤는데...,2020-10-28,12,콜롬보,28
278,1,라 콘타디나,버팔로 모짜렐라,맛있어요 ,가격만 저렴하면 자주 사먹고 싶어요 ㅎ,2020-09-13,17,라 콘타디나,9
430,3,콜롬보,리코타,두부 식감 ,푸글리제 품절이라 이거 시켜 봤거든요. 개인적으로 부드러운 게 좋은데 이건 약간 순두부 식감이에요. 맛도 밍밍하고요.,2020-10-26,3,콜롬보,28
764,2,안젤로,고르곤졸라 피칸테,고르곤졸라 피자 ,또띠아애 고르곤졸라 피자 해먹으려고 샀어요,2020-09-21,5,안젤로,7
158,4,사토리,헤리티지 체다,진짜 맛있어요 ,샐러드에 넣기 딱 좋아서 자주 구매해요,2020-03-19,22,사토리,39
261,1,라 콘타디나,버팔로 모짜렐라,유통기한이 생각보다 더 짧네영 ,맛있을 것 같아영 ㄱ대돼요,2020-09-18,6,라 콘타디나,9
347,5,사토리,사베치오 파마산,고소합니다 ,사토리치즈는 와인안주최고,2020-08-30,14,사토리,39
919,8,카스텔로,덴마크 브리 치즈,샌드위치용! ,샌드위치 해먹기 좋아요,2020-10-29,2,카스텔로,32
320,5,사토리,사베치오 파마산,조아요 ,파스타에 후두두 뿌려먹으니 굿,2020-10-06,3,사토리,39
993,8,카스텔로,덴마크 브리 치즈,담백 ,하고 맛있네요 부드러워요,2020-10-25,3,카스텔로,32
409,3,콜롬보,리코타,먹어보고 ,리코타치즈 먹어보고 싶어서 샀어요 맛있음 또 구매할게요,2020-10-29,7,콜롬보,28
757,2,안젤로,고르곤졸라 피칸테,고르곤졸라 ,고르곤졸라 크림파스타 꿀맛,2020-09-25,8,안젤로,7
722,2,안젤로,고르곤졸라 피칸테,좋아요. ,샐러드 만들때 자주 사용해요,2020-10-15,2,안젤로,7
970,8,카스텔로,덴마크 브리 치즈,좋아요 ,사과브리치즈 샌드위치 해먹으려고 샀어요 넘 맛있어요,2020-10-26,0,카스텔로,32
778,2,안젤로,고르곤졸라 피칸테,맛있어요 ,치즈 너무 좋아하는데 맛있어요! 크래커랑 청포도랑 먹으니 더 꿀맛,2020-09-14,5,안젤로,7
445,3,콜롬보,리코타,별루 ㅠㅠ ,식감이 다른 리코타보다 물컹한 순두부 같아요 ㅠㅠ,2020-10-25,5,콜롬보,28
168,4,사토리,헤리티지 체다,스파게티 ,스파게티에 뿌려 먹기에 부담스럽지않아요,2020-02-19,6,사토리,39
385,5,사토리,사베치오 파마산,좋아요 ,고기 풍미를 한껏 끌어올려 주네요 ,2020-07-16,5,사토리,39
947,8,카스텔로,덴마크 브리 치즈,와인과 ,와인에 따악~ 괜찮은편이에요,2020-10-28,1,카스텔로,32
366,5,사토리,사베치오 파마산,좋아요 ,김치볶음밥에도 갈아서 막 넣러먹어요 풍미젛아요,2020-08-03,22,사토리,39
935,8,카스텔로,덴마크 브리 치즈,생각보다 쪼그맣네요 ,와인이랑 브리치즈구이해먹어보려고 샀어요 그런데샌드위치로해먹어도 맛있다고해서 둘다해먹어보려구요 기대되네요^^,2020-10-29,9,카스텔로,32
775,2,안젤로,고르곤졸라 피칸테,고르곤졸라 ,피자만들때 얹어보려고 구매했어요,2020-09-15,11,안젤로,7
386,5,사토리,사베치오 파마산,정통 까르보나라 소스 만들때 딱이에요 ,갈린것보다 풍미가 훨씬 살아요,2020-07-15,8,사토리,39
480,3,콜롬보,리코타,기대 ,아직 안먹었는디 기대중이요,2020-10-20,1,콜롬보,28
93,0,퀘스크렘,블루치즈 크림치즈,꼬리한 블루치즈 ,아웃백 블루치즈 소스를 생각하며 샀다,2020-07-23,11,퀘스크렘,0
24,0,퀘스크렘,블루치즈 크림치즈,ㅎ ,꼬릿한치즈좋아하는데 기대중이에용,2020-10-09,17,퀘스크렘,0
815,6,빔스터,110년 전통 고다치즈 3종,고소해요 ,깊고 고소한맛이에용,2020-10-20,7,빔스터,24
533,7,카스텔로,덴마크 까망베르 치즈,굿 ,맛있어서 자주 구매,2020-10-23,0,카스텔로,32
356,5,사토리,사베치오 파마산,맛있어요 ,뇨끼 위에 판에 갈아서(? 뿌려 먹었는데 딱 좋았어요,2020-08-14,17,사토리,39
516,7,카스텔로,덴마크 까망베르 치즈,와인 안주 ,오븐에 구워서 꿀 뿌려서 먹는데 1분에 순삭이네요,2020-10-25,6,카스텔로,32
853,6,빔스터,110년 전통 고다치즈 3종,고다치즈 ,최근에 주문한 고다 치즈 중 제일 맛있게 먹었어요. 진해요.,2020-09-05,1,빔스터,24
181,4,사토리,헤리티지 체다,고소해요 ,부드러운 맛이에요.,2020-01-15,3,사토리,39
155,4,사토리,헤리티지 체다,맛있어요 ,너무 짜지도 않고 맛있어요,2020-04-16,2,사토리,39
288,1,라 콘타디나,버팔로 모짜렐라,마쉿다 ,비싸가지고 하나로 반띵 해서 먹음 ㅠ 마쉿어요,2020-09-10,16,라 콘타디나,9
867,6,빔스터,110년 전통 고다치즈 3종,찐 고다맛 ,짭쪼름하고 깊은 맛 괜찮았어요 술안주로 먹었습니당,2020-08-29,5,빔스터,24
536,7,카스텔로,덴마크 까망베르 치즈,와인안주 ,까망베르 치즈 좋아하는데 아직 맛은 모르겠지만 조만간 와인에?,2020-10-22,4,카스텔로,32
638,10,앙트르몽,에멘탈 치즈,치즈 ,에멘탈 치즈 맛있습니다,2020-10-15,12,앙트르몽,14
604,10,앙트르몽,에멘탈 치즈,고소해요 ,조금 쿰쿰해요 하지만 맛남,2020-10-26,13,앙트르몽,14
677,10,앙트르몽,에멘탈 치즈,샐러드 샌드위치용 ,"풍미가 아주 진하진 않지만, 빵이나 또띠아에 살짝 열을 가해서 녹여 먹으니 맛있어요!",2020-10-03,11,앙트르몽,14
736,2,안젤로,고르곤졸라 피칸테,다른 곳보다 저렴해요 ,마트보다 싸네요 피자 만들어 먹기 좋아요,2020-10-07,6,안젤로,7
406,3,콜롬보,리코타,추천 ,마리네이드한 토마토랑 먹었는데 아주 맛있었어요,2020-10-29,4,콜롬보,28
297,1,라 콘타디나,버팔로 모짜렐라,짱! ,와 이 제품 너무 맛있어요. ,2020-09-03,16,라 콘타디나,9
213,1,라 콘타디나,버팔로 모짜렐라,고소 ,고소하고 맛있는 모짜렐라,2020-10-20,6,라 콘타디나,9
26,0,퀘스크렘,블루치즈 크림치즈,아직 안먹어봄 ,후기믿고 사봅니다 ㅎㅎ,2020-10-07,23,퀘스크렘,0
207,1,라 콘타디나,버팔로 모짜렐라,카프레제 ,하려고 구매했어요 맛있어요,2020-10-24,13,라 콘타디나,9
804,6,빔스터,110년 전통 고다치즈 3종,로얄 고다치즈 ,고다치즈 넘 조하아하는데,2020-10-27,5,빔스터,24
644,10,앙트르몽,에멘탈 치즈,괜찮아요 ,앙트르몽 괜찮네오!!!,2020-10-13,7,앙트르몽,14
167,4,사토리,헤리티지 체다,맛좋아요 ,토스트로 주로 해먹는데 한끼 식사로 딱 좋습니다,2020-02-27,11,사토리,39
342,5,사토리,사베치오 파마산,딱 찾던 그맛이에요 ,너무너무너무너무 맛있어요.,2020-09-10,26,사토리,39
690,10,앙트르몽,에멘탈 치즈,맛있어요. ,에멘탈 치즈 맛있네요.,2020-09-26,22,앙트르몽,14
542,7,카스텔로,덴마크 까망베르 치즈,굿 ,오븐에 넣어 녹여 퐁듀처럼 먹으니 좋으네요,2020-10-21,1,카스텔로,32
61,0,퀘스크렘,블루치즈 크림치즈,맛은 괜찮은데 ,근데 향에 비해 좀 짜요,2020-08-20,15,퀘스크렘,0
309,5,사토리,사베치오 파마산,사용하던 파마산이 다 떨어져서 샀어요 ,사용하던 파마산이 다 떨어져서 샀어요,2020-10-15,17,사토리,39
843,6,빔스터,110년 전통 고다치즈 3종,치즈 ,치즈가 담백해요~,2020-09-12,5,빔스터,24
964,8,카스텔로,덴마크 브리 치즈,와인안주 ,최고요~ 세일할 때 샀는데 유통기한도 넉넉하네요,2020-10-27,10,카스텔로,32
333,5,사토리,사베치오 파마산,오~^맛나요 ,비싸긴 한데 맛있네요~~남은건 아껴먹어야겠어요~~,2020-09-19,19,사토리,39
150,4,사토리,헤리티지 체다,아이가 너무 좋아해서... ,자꾸 제 샐러드용으로 산걸 뺏어먹네요,2020-05-21,13,사토리,39
420,3,콜롬보,리코타,ㅇ ,먹어보고 재구매~깔끔한 맛~,2020-10-28,7,콜롬보,28
165,4,사토리,헤리티지 체다,치즈 ,컬리 이용하는 이유중 하나가 치즈때문이에요. 처음 사 본 치즈 맛있네요.,2020-03-01,3,사토리,39
377,5,사토리,사베치오 파마산,무난해요 ,평소에 생각하던 파마산치즈,2020-07-26,14,사토리,39
355,5,사토리,사베치오 파마산,맛나요 ,믿고 사는 파마산 치즈~~ 맛있어요,2020-08-15,6,사토리,39
738,2,안젤로,고르곤졸라 피칸테,좋아요 :) ,고르곤졸라피자 해먹으려고 샀어요,2020-10-07,5,안젤로,7
944,8,카스텔로,덴마크 브리 치즈,가성비 좋은 치즈 ,너무 맛있어요!!!,2020-10-28,2,카스텔로,32
433,3,콜롬보,리코타,리코타 ,리코타치즈 샐러드 해먹으려고요 ㅎㅎ,2020-10-26,7,콜롬보,28
484,3,콜롬보,리코타,평이 좋어서 샀어요 ,맛있을거 같아요!!,2020-10-19,4,콜롬보,28
266,1,라 콘타디나,버팔로 모짜렐라,카프레제 ,해먹었는데 꽤 맛있었어요,2020-09-16,7,라 콘타디나,9
611,10,앙트르몽,에멘탈 치즈,에멘탈치즈 ,샌드위치용 잘썼습니다,2020-10-25,2,앙트르몽,14
206,1,라 콘타디나,버팔로 모짜렐라,굿 ,토마토랑 찰떡 찰떡,2020-10-24,1,라 콘타디나,9
719,2,안젤로,고르곤졸라 피칸테,고르곤졸라 ,스콘 만들려고 샀는데 맛있어요,2020-10-18,5,안젤로,7
470,3,콜롬보,리코타,리코타 샐러드 만들어 먹었어요 ,리코타 치즈로 샐러드 만들려고 발사믹 식초랑 구매했습니다 만족합니다,2020-10-20,9,콜롬보,28
414,3,콜롬보,리코타,리코타치즈 ,맛나요 담백하고 생러드먹기 좋아요,2020-10-28,2,콜롬보,28
500,7,카스텔로,덴마크 까망베르 치즈,1,아이가 완전 좋아해용~~,2020-10-29,1,카스텔로,32
877,6,빔스터,110년 전통 고다치즈 3종,끊임없는 재구매! ,와인 마실때 빼놓을 수 없는 최고의 안주에요. 적당히 짭조름하면서 너무 맛있어요,2020-08-20,8,빔스터,24
384,5,사토리,사베치오 파마산,맛남 ,아주 맛있어요~~~,2020-07-17,4,사토리,39
569,7,카스텔로,덴마크 까망베르 치즈,맛 ,맛있어서 자주 구매,2020-10-15,1,카스텔로,32
287,1,라 콘타디나,버팔로 모짜렐라,맛나요 ,첨 먹어보는데 맛있네요,2020-09-10,0,라 콘타디나,9
616,10,앙트르몽,에멘탈 치즈,그냥 저냥한 맛 ,무언가 특색있는 치즈는 아니에요.,2020-10-23,8,앙트르몽,14
974,8,카스텔로,덴마크 브리 치즈,맛있어요 !?? ,치즈로 샌드위치 해먹었는데맛있어요 !?? 쫀득하고,2020-10-26,13,카스텔로,32
265,1,라 콘타디나,버팔로 모짜렐라,좋아요 ,부라타 치즈 대신 사봤어요,2020-09-16,1,라 콘타디나,9
232,1,라 콘타디나,버팔로 모짜렐라,모짜렐라 ,너무 맛있는 치즈입니다~,2020-10-02,20,라 콘타디나,9
645,10,앙트르몽,에멘탈 치즈,에멘탈치즈 ,얇게 썰어서 햄버거나 샐러드에 뿌려먹으면 짱맛,2020-10-13,8,앙트르몽,14
486,3,콜롬보,리코타,참 맛있어요 ,맛있어요,2020-10-19,3,콜롬보,28
708,2,안젤로,고르곤졸라 피칸테,재구매 ,고르곤졸라피자 만들어 먹을때 넘 좋아요,2020-10-23,4,안젤로,7
244,1,라 콘타디나,버팔로 모짜렐라,그냥 ,어떤 부분은 말라 있고.. 생각만큼 맛있진 않아요,2020-09-23,7,라 콘타디나,9
175,4,사토리,헤리티지 체다,부드럽 ,샐럿레 적당........,2020-02-04,12,사토리,39
714,2,안젤로,고르곤졸라 피칸테,잘 받았습니다. ,양이 적당해서 좋아요.,2020-10-20,1,안젤로,7
758,2,안젤로,고르곤졸라 피칸테,퐁듀 만들어 먹었는데.. ,너무 맛있었어요~ 고르곤졸라 향이 일품입니닷,2020-09-25,7,안젤로,7
77,0,퀘스크렘,블루치즈 크림치즈,물건이다 ,이거 물건이에요 꼬릿한 맛 좋아하는 사람이면 무족권 사세요,2020-08-14,1,퀘스크렘,0
67,0,퀘스크렘,블루치즈 크림치즈,맛있어요!! ,블루치즈 좋아해서 시켜봤는데 맛있어요!,2020-08-17,6,퀘스크렘,0
397,5,사토리,사베치오 파마산,파마신 ,파마산 좋아해서 샀어용,2020-07-04,17,사토리,39
842,6,빔스터,110년 전통 고다치즈 3종,치즈 ,고다치즈 너무 좋아해요 맛있어요,2020-09-13,22,빔스터,24
114,4,사토리,헤리티지 체다,맨 입으로는좀 짜요 ,맨입으로 먹기에는 많이 짜네요. 다음엔 원래 사던걸로.. 갠적으로는 그냥그러네요.,2020-09-05,7,사토리,39
881,6,빔스터,110년 전통 고다치즈 3종,와인이랑 ,먹으려구요! 크기 딱 좋아요,2020-08-14,11,빔스터,24
729,2,안젤로,고르곤졸라 피칸테,맛있어요 ,와인 안주로도 피자 만들때 좋아요,2020-10-10,2,안젤로,7
774,2,안젤로,고르곤졸라 피칸테,너무 잘써요 ,남편이 엄천 좋아해요 ,2020-09-15,14,안젤로,7
183,4,사토리,헤리티지 체다,체다치즈 ,단단한 체다치즈는.처음 먹어보는데,2020-01-05,10,사토리,39
314,5,사토리,사베치오 파마산,맛있어요 ,사토리 치즈 좋아요,2020-10-11,6,사토리,39
294,1,라 콘타디나,버팔로 모짜렐라,그냥 쏘쏘 ,다음엔 다른 브랜드 사려구요. 저랑은 안맞는듯..,2020-09-08,15,라 콘타디나,9
553,7,카스텔로,덴마크 까망베르 치즈,까망베르 치즈 아이들이 너무 좋아하는거에요 ,하나사서 통크게 반잘라서 한입에 넣을 정도로 좋아해여.. 좀더 세일을 많이 하면 좋겠어요,2020-10-19,7,카스텔로,32
429,3,콜롬보,리코타,괜찮은편이랍니다. ,맛은 무난하고 신선해요!,2020-10-27,11,콜롬보,28
7,0,퀘스크렘,블루치즈 크림치즈,연어베이글을 위해 ,크림치즈 구입 했어요,2020-10-24,4,퀘스크렘,0
286,1,라 콘타디나,버팔로 모짜렐라,모짜렐라토마토샐러드 ,토마토랑 같이 먹었는데 너무 맛있었어요.,2020-09-10,14,라 콘타디나,9
659,10,앙트르몽,에멘탈 치즈,ㅋ ,약간 맛없어 더 진한거,2020-10-10,7,앙트르몽,14
358,5,사토리,사베치오 파마산,와인안주 ,지난번휴가에 와인과함께 좋은사람들과,2020-08-12,20,사토리,39
760,2,안젤로,고르곤졸라 피칸테,진하네요 ,샘킴쉐프가 고르곤졸라치즈와 파마산 치즈 조합 극찬하길래 도전해본 식재룐데 난이도 높은 치즈인가봐요..냉동에 넣어뒀는데 나중에 또띠아 사다가 꿀발라 먹어야할 듯 해요 ㅋㅋ,2020-09-24,11,안젤로,7
53,0,퀘스크렘,블루치즈 크림치즈,좀 짜네요 ,하몽 살치촌 초리조랑 같이 먹으려고 주문했는데 좀 짜네요,2020-08-25,9,퀘스크렘,0
304,5,사토리,사베치오 파마산,잘먹었어요 ,후기보고 샀어요~~~,2020-10-22,4,사토리,39
318,5,사토리,사베치오 파마산,맛있는 치즈네요 ,맛있는 파마산 치즈에요,2020-10-08,5,사토리,39
59,0,퀘스크렘,블루치즈 크림치즈,맛있어요 ,맛있네요,2020-08-21,12,퀘스크렘,0
548,7,카스텔로,덴마크 까망베르 치즈,쫀득 ,짜지않고 쫀득해요 하몽이랑 먹으니 맛나요,2020-10-19,6,카스텔로,32
934,8,카스텔로,덴마크 브리 치즈,재구매 ,저번에 주문한거 맛이 괜찮아서 두개 더 주문했어요. 마침세일해서 득템,2020-10-29,3,카스텔로,32
191,4,사토리,헤리티지 체다,맛있어요 ,약간 짭조름한게 맛있네요.,2019-12-04,23,사토리,39
